hora,dia,mes,ano,estacion,dia_de_la_semana,asueto,temperatura,sensacion_termica,humedad,velocidad_del_viento,rentas_de_no_registrados,rentas_de_registrados,rentas_totales
17,8,3,2012,1,4,0,25.42,31.06,38,43.9989,52,545,597
18,8,3,2012,1,4,0,25.42,31.06,38,36.9974,45,545,590
19,8,3,2012,1,4,0,24.6,31.06,40,30.0026,21,395,416
20,8,3,2012,1,4,0,24.6,31.06,43,26.0027,20,282,302
21,8,3,2012,1,4,0,24.6,31.06,43,26.0027,27,206,233
22,8,3,2012,1,4,0,22.96,26.515,49,22.0028,12,141,153
23,8,3,2012,1,4,0,22.96,26.515,49,30.0026,6,88,94
0,9,3,2012,1,5,0,23.78,27.275,49,31.0009,3,51,54
1,9,3,2012,1,5,0,22.96,26.515,52,32.9975,4,22,26
2,9,3,2012,1,5,0,19.68,23.485,77,27.9993,2,9,11
3,9,3,2012,1,5,0,18.86,22.725,77,35.0008,0,7,7
4,9,3,2012,1,5,0,16.4,20.455,66,19.0012,0,1,1
5,9,3,2012,1,5,0,16.4,20.455,66,19.0012,2,27,29
6,9,3,2012,1,5,0,16.4,20.455,50,23.9994,2,83,85
7,9,3,2012,1,5,0,15.58,19.695,40,19.9995,6,262,268
8,9,3,2012,1,5,0,13.94,14.395,42,35.0008,17,484,501
9,9,3,2012,1,5,0,13.94,14.395,42,35.0008,17,267,284
10,9,3,2012,1,5,0,13.94,14.395,36,32.9975,14,145,159
11,9,3,2012,1,5,0,14.76,16.665,34,23.9994,17,170,187
12,9,3,2012,1,5,0,14.76,16.665,34,27.9993,27,174,201
13,9,3,2012,1,5,0,15.58,19.695,29,26.0027,49,175,224
14,9,3,2012,1,5,0,17.22,21.21,28,31.0009,49,129,178
15,9,3,2012,1,5,0,18.86,22.725,24,16.9979,50,188,238
16,9,3,2012,1,5,0,19.68,23.485,23,27.9993,51,292,343
17,9,3,2012,1,5,0,18.86,22.725,24,26.0027,68,498,566
18,9,3,2012,1,5,0,18.04,21.97,26,35.0008,30,440,470
19,9,3,2012,1,5,0,17.22,21.21,28,40.9973,12,232,244
20,9,3,2012,1,5,0,15.58,19.695,32,23.9994,3,156,159
21,9,3,2012,1,5,0,14.76,16.665,34,22.0028,8,133,141
22,9,3,2012,1,5,0,13.94,14.395,31,32.9975,7,100,107
23,9,3,2012,1,5,0,13.12,15.15,33,19.9995,9,77,86
0,10,3,2012,1,6,0,12.3,13.635,36,23.9994,9,68,77
1,10,3,2012,1,6,0,12.3,14.395,36,16.9979,1,50,51
2,10,3,2012,1,6,0,10.66,12.12,41,16.9979,12,30,42
3,10,3,2012,1,6,0,10.66,11.365,41,19.9995,0,16,16
4,10,3,2012,1,6,0,9.84,10.605,41,23.9994,1,3,4
5,10,3,2012,1,6,0,9.02,10.605,42,19.0012,3,7,10
6,10,3,2012,1,6,0,9.02,10.605,44,19.0012,1,11,12
7,10,3,2012,1,6,0,9.02,10.605,44,16.9979,4,36,40
8,10,3,2012,1,6,0,9.02,10.605,44,19.9995,15,96,111
9,10,3,2012,1,6,0,9.84,10.605,41,22.0028,21,127,148
10,10,3,2012,1,6,0,10.66,11.365,35,27.9993,47,176,223
11,10,3,2012,1,6,0,12.3,13.635,33,22.0028,56,218,274
12,10,3,2012,1,6,0,12.3,13.635,33,22.0028,88,241,329
13,10,3,2012,1,6,0,13.12,15.15,29,19.0012,89,268,357
14,10,3,2012,1,6,0,13.94,15.91,27,19.0012,117,262,379
15,10,3,2012,1,6,0,13.94,18.18,25,0,132,274,406
16,10,3,2012,1,6,0,14.76,18.18,23,0,115,275,390
17,10,3,2012,1,6,0,14.76,18.94,23,0,104,250,354
18,10,3,2012,1,6,0,14.76,18.18,21,6.0032,67,230,297
19,10,3,2012,1,6,0,13.94,18.18,25,0,25,159,184
20,10,3,2012,1,6,0,13.12,16.665,33,8.9981,20,101,121
21,10,3,2012,1,6,0,12.3,14.395,39,15.0013,16,94,110
22,10,3,2012,1,6,0,10.66,12.88,44,11.0014,19,81,100
23,10,3,2012,1,6,0,10.66,12.88,41,12.998,6,77,83
0,11,3,2012,1,7,0,10.66,14.395,44,6.0032,7,62,69
1,11,3,2012,1,7,0,9.84,12.12,52,11.0014,4,57,61
3,11,3,2012,1,7,0,9.84,12.12,60,8.9981,15,51,66
4,11,3,2012,1,7,0,9.84,12.12,60,8.9981,7,15,22
5,11,3,2012,1,7,0,9.84,12.12,60,11.0014,2,5,7
6,11,3,2012,1,7,0,9.84,12.12,70,11.0014,2,8,10
7,11,3,2012,1,7,0,9.02,11.365,69,8.9981,2,15,17
8,11,3,2012,1,7,0,9.02,11.365,69,8.9981,4,68,72
9,11,3,2012,1,7,0,10.66,12.88,60,15.0013,20,70,90
10,11,3,2012,1,7,0,13.12,15.15,49,19.0012,71,147,218
11,11,3,2012,1,7,0,14.76,16.665,43,19.0012,90,209,299
12,11,3,2012,1,7,0,16.4,20.455,37,19.9995,146,264,410
13,11,3,2012,1,7,0,17.22,21.21,41,19.9995,176,288,464
14,11,3,2012,1,7,0,18.86,22.725,31,19.0012,212,289,501
15,11,3,2012,1,7,0,20.5,24.24,29,19.9995,201,286,487
16,11,3,2012,1,7,0,20.5,24.24,31,23.9994,208,301,509
17,11,3,2012,1,7,0,21.32,25,27,19.9995,199,299,498
18,11,3,2012,1,7,0,21.32,25,29,19.0012,133,256,389
19,11,3,2012,1,7,0,20.5,24.24,31,19.0012,55,203,258
20,11,3,2012,1,7,0,18.04,21.97,47,15.0013,42,129,171
21,11,3,2012,1,7,0,17.22,21.21,54,15.0013,37,110,147
22,11,3,2012,1,7,0,16.4,20.455,54,12.998,13,81,94
23,11,3,2012,1,7,0,16.4,20.455,50,11.0014,12,40,52
0,12,3,2012,1,1,0,15.58,19.695,54,12.998,4,20,24
1,12,3,2012,1,1,0,15.58,19.695,50,8.9981,1,9,10
2,12,3,2012,1,1,0,15.58,19.695,54,7.0015,4,5,9
3,12,3,2012,1,1,0,14.76,17.425,50,8.9981,0,2,2
4,12,3,2012,1,1,0,13.94,16.665,61,12.998,0,3,3
5,12,3,2012,1,1,0,13.94,16.665,61,12.998,1,15,16
6,12,3,2012,1,1,0,13.94,17.425,57,7.0015,2,86,88
7,12,3,2012,1,1,0,13.94,17.425,53,7.0015,9,259,268
8,12,3,2012,1,1,0,13.94,16.665,61,8.9981,17,547,564
9,12,3,2012,1,1,0,15.58,19.695,54,11.0014,21,260,281
10,12,3,2012,1,1,0,16.4,20.455,50,15.0013,39,98,137
11,12,3,2012,1,1,0,18.04,21.97,44,15.0013,39,111,150
12,12,3,2012,1,1,0,19.68,23.485,39,15.0013,59,162,221
13,12,3,2012,1,1,0,22.14,25.76,32,16.9979,74,176,250
14,12,3,2012,1,1,0,23.78,27.275,32,19.0012,76,145,221
15,12,3,2012,1,1,0,22.96,26.515,40,8.9981,74,159,233
16,12,3,2012,1,1,0,25.42,31.06,35,30.0026,77,255,332
17,12,3,2012,1,1,0,25.42,31.06,38,27.9993,87,557,644
18,12,3,2012,1,1,0,24.6,31.06,43,12.998,89,623,712
19,12,3,2012,1,1,0,22.96,26.515,49,15.0013,67,379,446
20,12,3,2012,1,1,0,22.96,26.515,49,15.0013,49,237,286
21,12,3,2012,1,1,0,22.14,25.76,56,15.0013,22,183,205
22,12,3,2012,1,1,0,22.96,26.515,56,15.0013,17,116,133
23,12,3,2012,1,1,0,22.96,26.515,56,15.0013,10,53,63
0,13,3,2012,1,2,0,22.96,26.515,52,12.998,5,21,26
1,13,3,2012,1,2,0,21.32,25,59,15.0013,2,14,16
2,13,3,2012,1,2,0,21.32,25,72,19.9995,0,1,1
3,13,3,2012,1,2,0,21.32,25,72,19.9995,0,2,2
4,13,3,2012,1,2,0,18.86,22.725,82,12.998,0,1,1
5,13,3,2012,1,2,0,18.86,22.725,82,12.998,0,24,24
6,13,3,2012,1,2,0,18.86,22.725,82,12.998,5,108,113
7,13,3,2012,1,2,0,18.86,22.725,82,19.0012,16,292,308
8,13,3,2012,1,2,0,18.86,22.725,82,19.0012,22,571,593
9,13,3,2012,1,2,0,19.68,23.485,82,19.0012,18,324,342
10,13,3,2012,1,2,0,21.32,25,77,15.0013,28,115,143
11,13,3,2012,1,2,0,22.14,25.76,73,19.0012,64,155,219
12,13,3,2012,1,2,0,24.6,30.305,60,19.0012,47,197,244
13,13,3,2012,1,2,0,24.6,30.305,60,26.0027,53,180,233
14,13,3,2012,1,2,0,26.24,31.06,53,22.0028,52,160,212
15,13,3,2012,1,2,0,28.7,31.82,39,15.0013,68,196,264
16,13,3,2012,1,2,0,29.52,32.575,34,26.0027,53,312,365
17,13,3,2012,1,2,0,28.7,31.82,37,7.0015,62,614,676
18,13,3,2012,1,2,0,28.7,31.82,34,19.9995,96,638,734
19,13,3,2012,1,2,0,26.24,31.06,47,15.0013,50,429,479
20,13,3,2012,1,2,0,24.6,31.06,49,11.0014,45,306,351
21,13,3,2012,1,2,0,23.78,27.275,56,7.0015,44,200,244
22,13,3,2012,1,2,0,22.96,26.515,60,6.0032,24,146,170
23,13,3,2012,1,2,0,22.96,26.515,56,8.9981,8,79,87
0,14,3,2012,1,3,0,22.14,25.76,60,7.0015,5,34,39
1,14,3,2012,1,3,0,21.32,25,63,6.0032,2,25,27
2,14,3,2012,1,3,0,20.5,24.24,68,12.998,0,2,2
3,14,3,2012,1,3,0,19.68,23.485,72,12.998,1,3,4
4,14,3,2012,1,3,0,19.68,23.485,67,6.0032,1,4,5
5,14,3,2012,1,3,0,18.04,21.97,82,8.9981,2,25,27
6,14,3,2012,1,3,0,18.04,21.97,82,6.0032,1,120,121
7,14,3,2012,1,3,0,18.04,21.97,82,7.0015,20,348,368
8,14,3,2012,1,3,0,18.04,21.97,82,0,34,628,662
9,14,3,2012,1,3,0,21.32,25,68,0,26,325,351
10,14,3,2012,1,3,0,22.96,26.515,56,7.0015,38,150,188
11,14,3,2012,1,3,0,25.42,31.06,41,11.0014,65,155,220
12,14,3,2012,1,3,0,26.24,31.06,29,0,55,212,267
13,14,3,2012,1,3,0,27.06,31.06,27,15.0013,57,197,254
14,14,3,2012,1,3,0,28.7,31.82,23,22.0028,61,163,224
15,14,3,2012,1,3,0,28.7,31.82,24,0,86,197,283
16,14,3,2012,1,3,0,29.52,31.82,25,12.998,78,278,356
17,14,3,2012,1,3,0,28.7,31.82,28,6.0032,140,642,782
18,14,3,2012,1,3,0,28.7,31.82,32,0,102,647,749
19,14,3,2012,1,3,0,26.24,31.06,33,11.0014,70,402,472
20,14,3,2012,1,3,0,25.42,31.06,35,7.0015,44,286,330
21,14,3,2012,1,3,0,24.6,31.06,40,6.0032,47,241,288
22,14,3,2012,1,3,0,21.32,25,55,8.9981,43,159,202
23,14,3,2012,1,3,0,22.96,26.515,43,11.0014,19,72,91
0,15,3,2012,1,4,0,22.14,25.76,49,8.9981,14,46,60
1,15,3,2012,1,4,0,20.5,24.24,59,7.0015,15,8,23
2,15,3,2012,1,4,0,20.5,24.24,59,0,14,5,19
3,15,3,2012,1,4,0,20.5,24.24,63,0,0,7,7
4,15,3,2012,1,4,0,18.04,21.97,77,7.0015,11,3,14
5,15,3,2012,1,4,0,18.86,22.725,67,0,2,24,26
6,15,3,2012,1,4,0,18.04,21.97,72,6.0032,4,113,117
7,15,3,2012,1,4,0,18.04,21.97,72,6.0032,14,367,381
8,15,3,2012,1,4,0,18.04,21.97,77,7.0015,21,602,623
9,15,3,2012,1,4,0,19.68,23.485,77,6.0032,30,285,315
10,15,3,2012,1,4,0,21.32,25,68,7.0015,34,130,164
11,15,3,2012,1,4,0,22.96,26.515,60,8.9981,60,151,211
12,15,3,2012,1,4,0,25.42,31.06,50,8.9981,59,206,265
13,15,3,2012,1,4,0,27.06,31.06,41,6.0032,62,211,273
14,15,3,2012,1,4,0,29.52,32.575,30,7.0015,81,177,258
15,15,3,2012,1,4,0,29.52,32.575,32,15.0013,100,187,287
16,15,3,2012,1,4,0,29.52,32.575,37,26.0027,95,331,426
17,15,3,2012,1,4,0,28.7,31.82,39,16.9979,79,634,713
18,15,3,2012,1,4,0,27.06,31.06,44,19.0012,98,648,746
19,15,3,2012,1,4,0,26.24,31.06,50,12.998,72,353,425
20,15,3,2012,1,4,0,23.78,27.275,60,23.9994,60,270,330
21,15,3,2012,1,4,0,22.14,25.76,68,19.0012,36,207,243
22,15,3,2012,1,4,0,21.32,25,68,8.9981,32,137,169
23,15,3,2012,1,4,0,19.68,23.485,72,12.998,12,85,97
0,16,3,2012,1,5,0,18.04,21.97,77,16.9979,8,49,57
1,16,3,2012,1,5,0,17.22,21.21,82,22.0028,4,22,26
2,16,3,2012,1,5,0,17.22,21.21,82,12.998,0,4,4
3,16,3,2012,1,5,0,16.4,20.455,87,19.0012,0,3,3
4,16,3,2012,1,5,0,16.4,20.455,87,16.9979,0,3,3
5,16,3,2012,1,5,0,16.4,20.455,87,15.0013,2,30,32
6,16,3,2012,1,5,0,16.4,20.455,87,11.0014,3,96,99
7,16,3,2012,1,5,0,16.4,20.455,87,12.998,13,265,278
8,16,3,2012,1,5,0,16.4,20.455,87,15.0013,28,534,562
9,16,3,2012,1,5,0,17.22,21.21,82,0,35,277,312
10,16,3,2012,1,5,0,16.4,20.455,87,6.0032,44,136,180
11,16,3,2012,1,5,0,18.04,21.97,77,0,40,167,207
12,16,3,2012,1,5,0,18.04,21.97,82,8.9981,72,222,294
13,16,3,2012,1,5,0,18.86,22.725,77,6.0032,52,208,260
14,16,3,2012,1,5,0,19.68,23.485,72,0,56,146,202
15,16,3,2012,1,5,0,18.86,22.725,82,7.0015,19,88,107
16,16,3,2012,1,5,0,19.68,23.485,77,0,18,111,129
17,16,3,2012,1,5,0,19.68,23.485,82,6.0032,23,235,258
18,16,3,2012,1,5,0,19.68,23.485,82,6.0032,31,377,408
19,16,3,2012,1,5,0,18.86,22.725,88,0,23,273,296
20,16,3,2012,1,5,0,18.86,22.725,88,0,31,204,235
21,16,3,2012,1,5,0,18.04,21.97,94,0,8,144,152
22,16,3,2012,1,5,0,18.04,21.97,94,0,16,132,148
23,16,3,2012,1,5,0,18.04,21.97,94,0,22,104,126
0,17,3,2012,1,6,0,18.04,21.97,94,6.0032,13,87,100
1,17,3,2012,1,6,0,18.04,21.97,94,0,12,57,69
2,17,3,2012,1,6,0,18.04,21.97,88,0,10,32,42
3,17,3,2012,1,6,0,18.04,21.97,88,0,2,24,26
4,17,3,2012,1,6,0,17.22,21.21,94,0,0,2,2
5,17,3,2012,1,6,0,17.22,21.21,94,6.0032,5,3,8
6,17,3,2012,1,6,0,17.22,21.21,94,12.998,1,29,30
7,17,3,2012,1,6,0,16.4,20.455,100,8.9981,29,57,86
8,17,3,2012,1,6,0,17.22,21.21,94,7.0015,63,155,218
9,17,3,2012,1,6,0,18.04,21.97,88,6.0032,104,217,321
10,17,3,2012,1,6,0,20.5,24.24,77,6.0032,140,303,443
11,17,3,2012,1,6,0,21.32,25,77,8.9981,226,359,585
12,17,3,2012,1,6,0,22.96,26.515,68,11.0014,286,365,651
13,17,3,2012,1,6,0,24.6,30.305,60,7.0015,286,400,686
14,17,3,2012,1,6,0,25.42,31.06,53,6.0032,352,338,690
15,17,3,2012,1,6,0,26.24,31.06,53,8.9981,357,322,679
16,17,3,2012,1,6,0,26.24,31.06,50,0,367,318,685
17,17,3,2012,1,6,0,26.24,31.06,50,8.9981,291,357,648
18,17,3,2012,1,6,0,25.42,31.06,57,19.9995,221,339,560
19,17,3,2012,1,6,0,23.78,27.275,64,19.0012,155,262,417
20,17,3,2012,1,6,0,22.96,26.515,64,12.998,89,182,271
21,17,3,2012,1,6,0,22.14,25.76,68,11.0014,54,169,223
22,17,3,2012,1,6,0,22.14,25.76,68,0,58,153,211
23,17,3,2012,1,6,0,20.5,24.24,77,11.0014,34,151,185
0,18,3,2012,1,7,0,18.86,22.725,88,12.998,27,80,107
1,18,3,2012,1,7,0,18.86,22.725,82,8.9981,25,88,113
2,18,3,2012,1,7,0,18.86,22.725,82,7.0015,15,41,56
3,18,3,2012,1,7,0,18.04,21.97,88,8.9981,3,15,18
4,18,3,2012,1,7,0,17.22,21.21,94,11.0014,6,8,14
5,18,3,2012,1,7,0,16.4,20.455,94,7.0015,0,6,6
6,18,3,2012,1,7,0,16.4,20.455,94,7.0015,2,9,11
7,18,3,2012,1,7,0,17.22,21.21,88,11.0014,17,25,42
8,18,3,2012,1,7,0,17.22,21.21,88,7.0015,25,71,96
9,18,3,2012,1,7,0,17.22,21.21,88,6.0032,65,113,178
10,18,3,2012,1,7,0,17.22,21.21,88,7.0015,139,212,351
11,18,3,2012,1,7,0,18.04,21.97,82,11.0014,129,239,368
12,18,3,2012,1,7,0,18.04,21.97,88,8.9981,222,281,503
13,18,3,2012,1,7,0,18.86,22.725,82,11.0014,198,346,544
14,18,3,2012,1,7,0,20.5,24.24,77,6.0032,218,303,521
15,18,3,2012,1,7,0,22.14,25.76,68,6.0032,240,314,554
16,18,3,2012,1,7,0,22.14,25.76,73,6.0032,229,312,541
17,18,3,2012,1,7,0,22.96,26.515,64,6.0032,233,308,541
18,18,3,2012,1,7,0,22.96,26.515,64,11.0014,165,294,459
19,18,3,2012,1,7,0,22.96,26.515,64,11.0014,118,234,352
20,18,3,2012,1,7,0,21.32,25,77,8.9981,59,139,198
21,18,3,2012,1,7,0,21.32,25,72,6.0032,44,129,173
22,18,3,2012,1,7,0,20.5,24.24,77,7.0015,21,79,100
23,18,3,2012,1,7,0,19.68,23.485,82,11.0014,7,39,46
0,19,3,2012,1,1,0,19.68,23.485,82,7.0015,4,19,23
1,19,3,2012,1,1,0,18.86,22.725,88,7.0015,0,15,15
2,19,3,2012,1,1,0,18.86,22.725,88,11.0014,1,7,8
3,19,3,2012,1,1,0,18.86,22.725,88,6.0032,0,2,2
4,19,3,2012,1,1,0,18.04,21.97,94,0,0,3,3
5,19,3,2012,1,1,0,18.04,21.97,94,0,0,31,31
6,19,3,2012,1,1,0,18.86,22.725,88,8.9981,2,118,120
7,19,3,2012,1,1,0,18.86,22.725,88,12.998,25,329,354
8,19,3,2012,1,1,0,18.86,22.725,88,7.0015,16,563,579
9,19,3,2012,1,1,0,20.5,24.24,72,11.0014,55,276,331
10,19,3,2012,1,1,0,21.32,25,72,8.9981,56,128,184
11,19,3,2012,1,1,0,22.96,26.515,68,11.0014,56,145,201
12,19,3,2012,1,1,0,24.6,30.305,64,16.9979,71,211,282
13,19,3,2012,1,1,0,25.42,30.305,61,16.9979,69,194,263
14,19,3,2012,1,1,0,26.24,31.06,57,12.998,60,200,260
15,19,3,2012,1,1,0,26.24,31.06,57,15.0013,97,189,286
16,19,3,2012,1,1,0,27.06,31.06,50,15.0013,65,320,385
17,19,3,2012,1,1,0,26.24,31.06,53,15.0013,106,615,721
18,19,3,2012,1,1,0,26.24,31.06,57,16.9979,120,681,801
19,19,3,2012,1,1,0,25.42,30.305,61,15.0013,86,463,549
20,19,3,2012,1,1,0,24.6,30.305,64,15.0013,34,296,330
21,19,3,2012,1,1,0,24.6,30.305,64,11.0014,33,190,223
22,19,3,2012,1,1,0,22.96,26.515,73,11.0014,17,131,148
23,19,3,2012,1,1,0,22.96,26.515,78,8.9981,9,45,54
0,1,4,2012,2,7,0,14.76,16.665,76,16.9979,8,59,67
1,1,4,2012,2,7,0,14.76,17.425,76,11.0014,13,49,62
2,1,4,2012,2,7,0,14.76,17.425,76,11.0014,20,61,81
3,1,4,2012,2,7,0,13.94,16.665,81,8.9981,4,21,25
4,1,4,2012,2,7,0,13.94,17.425,81,6.0032,3,9,12
5,1,4,2012,2,7,0,13.94,17.425,81,6.0032,8,10,18
6,1,4,2012,2,7,0,14.76,17.425,76,8.9981,9,88,97
7,1,4,2012,2,7,0,14.76,17.425,71,8.9981,29,55,84
8,1,4,2012,2,7,0,14.76,18.18,76,6.0032,37,88,125
9,1,4,2012,2,7,0,14.76,17.425,81,8.9981,102,173,275
10,1,4,2012,2,7,0,16.4,20.455,71,7.0015,132,228,360
11,1,4,2012,2,7,0,16.4,20.455,71,12.998,180,271,451
12,1,4,2012,2,7,0,17.22,21.21,67,15.0013,187,258,445
13,1,4,2012,2,7,0,18.04,21.97,62,12.998,190,274,464
14,1,4,2012,2,7,0,19.68,23.485,55,15.0013,283,278,561
15,1,4,2012,2,7,0,20.5,24.24,55,16.9979,295,278,573
16,1,4,2012,2,7,0,21.32,25,52,16.9979,236,275,511
17,1,4,2012,2,7,0,21.32,25,55,19.0012,232,323,555
18,1,4,2012,2,7,0,21.32,25,52,19.9995,153,279,432
19,1,4,2012,2,7,0,21.32,25,55,15.0013,110,236,346
20,1,4,2012,2,7,0,20.5,24.24,59,15.0013,66,166,232
21,1,4,2012,2,7,0,20.5,24.24,59,11.0014,33,101,134
22,1,4,2012,2,7,0,20.5,24.24,63,7.0015,7,61,68
23,1,4,2012,2,7,0,18.86,22.725,72,0,10,53,63
0,2,4,2012,2,1,0,18.04,21.97,82,7.0015,6,11,17
1,2,4,2012,2,1,0,17.22,21.21,88,6.0032,0,5,5
2,2,4,2012,2,1,0,18.04,21.97,94,8.9981,2,3,5
4,2,4,2012,2,1,0,16.4,20.455,76,32.9975,2,2,4
5,2,4,2012,2,1,0,16.4,20.455,76,32.9975,2,22,24
6,2,4,2012,2,1,0,14.76,15.91,71,31.0009,6,104,110
7,2,4,2012,2,1,0,13.94,15.15,66,26.0027,12,294,306
8,2,4,2012,2,1,0,14.76,16.665,57,22.0028,36,553,589
9,2,4,2012,2,1,0,15.58,19.695,54,23.9994,52,265,317
10,2,4,2012,2,1,0,16.4,20.455,50,35.0008,85,119,204
11,2,4,2012,2,1,0,17.22,21.21,47,30.0026,81,128,209
12,2,4,2012,2,1,0,18.04,21.97,44,30.0026,100,181,281
13,2,4,2012,2,1,0,18.86,22.725,36,19.9995,97,184,281
14,2,4,2012,2,1,0,18.86,22.725,31,27.9993,127,141,268
15,2,4,2012,2,1,0,19.68,23.485,33,27.9993,132,192,324
16,2,4,2012,2,1,0,20.5,24.24,34,22.0028,104,291,395
17,2,4,2012,2,1,0,20.5,24.24,29,19.0012,128,601,729
18,2,4,2012,2,1,0,20.5,24.24,27,16.9979,75,543,618
19,2,4,2012,2,1,0,20.5,24.24,27,16.9979,66,428,494
20,2,4,2012,2,1,0,18.86,22.725,31,11.0014,48,281,329
21,2,4,2012,2,1,0,18.86,22.725,28,8.9981,24,214,238
22,2,4,2012,2,1,0,17.22,21.21,44,12.998,17,106,123
23,2,4,2012,2,1,0,18.04,21.97,35,11.0014,6,60,66
0,3,4,2012,2,2,0,16.4,20.455,43,8.9981,1,32,33
1,3,4,2012,2,2,0,15.58,19.695,46,15.0013,0,11,11
2,3,4,2012,2,2,0,14.76,17.425,53,11.0014,0,5,5
3,3,4,2012,2,2,0,15.58,19.695,46,0,0,3,3
4,3,4,2012,2,2,0,13.12,16.665,66,6.0032,0,1,1
5,3,4,2012,2,2,0,13.12,16.665,66,6.0032,2,25,27
6,3,4,2012,2,2,0,12.3,15.91,61,6.0032,2,98,100
7,3,4,2012,2,2,0,13.12,16.665,66,6.0032,14,327,341
8,3,4,2012,2,2,0,13.94,18.18,57,0,27,577,604
9,3,4,2012,2,2,0,17.22,21.21,38,6.0032,54,354,408
10,3,4,2012,2,2,0,18.04,21.97,33,0,77,142,219
11,3,4,2012,2,2,0,19.68,23.485,23,0,91,167,258
12,3,4,2012,2,2,0,21.32,25,25,0,101,230,331
13,3,4,2012,2,2,0,22.96,26.515,19,16.9979,120,225,345
14,3,4,2012,2,2,0,22.96,26.515,21,15.0013,120,191,311
15,3,4,2012,2,2,0,24.6,29.545,20,12.998,109,207,316
16,3,4,2012,2,2,0,25.42,30.305,21,11.0014,145,340,485
17,3,4,2012,2,2,0,25.42,30.305,17,12.998,123,634,757
18,3,4,2012,2,2,0,24.6,30.305,26,11.0014,139,661,800
19,3,4,2012,2,2,0,22.96,26.515,26,7.0015,98,460,558
20,3,4,2012,2,2,0,22.96,26.515,24,8.9981,54,325,379
21,3,4,2012,2,2,0,22.14,25.76,45,0,33,210,243
22,3,4,2012,2,2,0,20.5,24.24,51,0,25,133,158
23,3,4,2012,2,2,0,20.5,24.24,59,0,13,66,79
0,4,4,2012,2,3,0,19.68,23.485,48,0,18,23,41
1,4,4,2012,2,3,0,18.86,22.725,59,0,0,11,11
2,4,4,2012,2,3,0,18.86,22.725,51,0,0,5,5
3,4,4,2012,2,3,0,18.04,21.97,58,6.0032,0,3,3
4,4,4,2012,2,3,0,17.22,21.21,67,6.0032,0,1,1
5,4,4,2012,2,3,0,17.22,21.21,67,6.0032,0,27,27
6,4,4,2012,2,3,0,17.22,21.21,58,0,6,120,126
7,4,4,2012,2,3,0,18.04,21.97,62,0,12,354,366
8,4,4,2012,2,3,0,18.04,21.97,72,7.0015,31,653,684
9,4,4,2012,2,3,0,19.68,23.485,55,8.9981,47,316,363
10,4,4,2012,2,3,0,22.14,25.76,45,8.9981,68,99,167
11,4,4,2012,2,3,0,24.6,31.06,43,23.9994,61,152,213
12,4,4,2012,2,3,0,24.6,31.06,46,27.9993,73,210,283
13,4,4,2012,2,3,0,24.6,31.06,46,16.9979,70,181,251
14,4,4,2012,2,3,0,25.42,31.06,46,12.998,82,176,258
15,4,4,2012,2,3,0,26.24,31.06,44,19.0012,86,182,268
16,4,4,2012,2,3,0,26.24,31.06,44,19.0012,86,304,390
17,4,4,2012,2,3,0,27.06,31.06,41,19.9995,99,645,744
18,4,4,2012,2,3,0,27.06,31.06,41,16.9979,113,646,759
19,4,4,2012,2,3,0,27.06,31.06,39,15.0013,75,419,494
20,4,4,2012,2,3,0,26.24,31.06,27,15.0013,39,333,372
21,4,4,2012,2,3,0,24.6,30.305,23,22.0028,43,255,298
22,4,4,2012,2,3,0,22.96,26.515,22,11.0014,30,151,181
23,4,4,2012,2,3,0,21.32,25,23,27.9993,19,112,131
0,5,4,2012,2,4,0,21.32,25,23,27.9993,12,33,45
1,5,4,2012,2,4,0,19.68,23.485,27,22.0028,4,9,13
2,5,4,2012,2,4,0,18.86,22.725,33,30.0026,7,11,18
3,5,4,2012,2,4,0,17.22,21.21,41,19.9995,0,5,5
4,5,4,2012,2,4,0,15.58,19.695,43,19.0012,0,1,1
5,5,4,2012,2,4,0,15.58,19.695,43,19.0012,1,28,29
6,5,4,2012,2,4,0,14.76,16.665,46,22.0028,8,118,126
7,5,4,2012,2,4,0,13.94,16.665,49,12.998,15,339,354
8,5,4,2012,2,4,0,14.76,17.425,46,15.0013,28,610,638
9,5,4,2012,2,4,0,16.4,20.455,37,16.9979,61,290,351
10,5,4,2012,2,4,0,17.22,21.21,35,19.0012,88,158,246
11,5,4,2012,2,4,0,17.22,21.21,38,15.0013,109,159,268
12,5,4,2012,2,4,0,18.04,21.97,33,0,66,210,276
13,5,4,2012,2,4,0,18.86,22.725,31,0,89,202,291
14,5,4,2012,2,4,0,18.86,22.725,33,11.0014,143,144,287
15,5,4,2012,2,4,0,20.5,24.24,31,7.0015,98,171,269
16,5,4,2012,2,4,0,20.5,24.24,31,12.998,84,318,402
17,5,4,2012,2,4,0,20.5,24.24,31,11.0014,145,677,822
18,5,4,2012,2,4,0,20.5,24.24,31,7.0015,80,618,698
19,5,4,2012,2,4,0,19.68,23.485,31,16.9979,64,423,487
20,5,4,2012,2,4,0,18.04,21.97,41,12.998,33,279,312
21,5,4,2012,2,4,0,17.22,21.21,47,12.998,25,209,234
22,5,4,2012,2,4,0,16.4,20.455,47,12.998,20,129,149
23,5,4,2012,2,4,0,16.4,20.455,50,8.9981,12,124,136
0,6,4,2012,2,5,0,16.4,20.455,43,0,12,49,61
1,6,4,2012,2,5,0,14.76,17.425,62,8.9981,10,28,38
2,6,4,2012,2,5,0,14.76,16.665,50,26.0027,6,5,11
